Kod	Nazwa
12S11/52 E PQ	Sklejka liściasta wodoodporna 12x1500x2750
12S11/56 E S2S	Sklejka liściasta wodoodporna 12x1525x2750 S2S
12S11/56 PQ	Sklejka liściasta wodoodporna 12x1525x2750
12S11/56 PQ F	Sklejka liściasta wodoodporna 12x1525x2750 PQ F
12S11/60 E S2S	Sklejka liściasta wodoodporna 12x1250x2750 S2S
12S11/64 E	Sklejka liściasta wodoodporna 12x1200x2400
12S11/64 PQ	Sklejka liściasta wodoodporna 12x1200x2400
12S11/65 PQ	Sklejka liściasta suchotrwała 12x1525x2150
12S11/65 PQF	Sklejka liściasta foliowana 12x1525x2150
12S11/69 E	Sklejka liściasta wodoodporna 12x2150x1525
12S11/69 E PQ	Sklejka liściasta wodoodporna 12x2150x1525
12S11/69 PQ F	Sklejka liściasta wodoodporna 12x2150x1525
12S11/73 PQ	Sklejka liściasta suchotrwała 12x2400x1200
12S11/76 E	Sklejka liściasta wodoodporna 12x1525x3660
12S11/76 PQ	Sklejka liściasta foliowana 12x1525x3660
12S11/90 PQF	Sklejka liściasta wodoodporna 12x1525x3340
12S11/96 PQ	Sklejka liściasta wodoodporna 12x1850x1525
12S12/03 F/F	Sklejka liściasta foliowana 12x1220x2440 F/F
12S12/03 F/F black	Sklejka liściasta foliowana 12x1220x2440 F/F czarna
12S12/03 F/F green	Sklejka liściasta foliowana 12x1220x2440 F/F zielona
12S12/03 F/F logo	Sklejka liściasta foliowana 12x1220x2440 F/F logo
12S12/03 F/F red	Sklejka liściasta foliowana 12x1220x2440 F/F czerwona
12S12/03 F/F white	Sklejka liściasta foliowana 12x1220x2440 F/F biała
12S12/03 M/M c.less MR	Sklejka liściasta suchotrwała 12x1220x2440 M/M Transparentna
12S12/03 M/M trans	Sklejka liściasta foliowana 12x1220x2440 M/M transparentna
12S12/03 M/M White	Sklejka liściasta foliowana 12x1220x2440 M/M
12S12/03 PPL black/white	Sklejka liściasta foliowana 12x1220x2440 PPL black/white
12S12/03 PPL/F black/black	Sklejka liściasta foliowana 12x1220x2440 PPL/F
12S12/05 E PAINT	Sklejka liściasta foliowana 12x1250x2500 F/F PAINT
12S12/05 F/F	Sklejka liściasta foliowana 12x1250x2500 F/F
12S12/05 F/F 220	sklejka liściasta WD, gr. 12 mm, foliowana 220g
12S12/05 F/F black	Sklejka liściasta foliowana 12x1250x2500 F/F czarna
12S12/05 F/F blue	Sklejka liściasta foliowana 12x1250x2500 F/F niebieska
12S12/05 F/F CH	Sklejka topolowa foliowana 12x1250x2500 F/F
12S12/05 F/F green	Sklejka liściasta foliowana 12x1250x2500 F/F zielona
12S12/05 F/F grey	Sklejka liściasta foliowana 12x1250x2500 F/F szara
12S12/05 F/F logo	Sklejka liściasta foliowana 12x1250x2500 F/F logo
12S12/05 F/F MEL green	Sklejka liściasta foliowana 12x1250x2500 M/M zielona
12S12/05 F/F MEL red	Sklejka liściasta foliowana 12x1250x2500 M/M czerwona
12S12/05 F/F MEL yell	Sklejka liściasta foliowana 12x1250x2500 M/M żółta
12S12/05 F/F red	Sklejka liściasta foliowana 12x1250x2500 F/F czerwona
12S12/05 F/F TE	Sklejka liściasta foliowana 12x1250x2500 F/F
12S12/05 F/F yell.	Sklejka liściasta foliowana 12x1250x2500 F/F żółta
12S12/05 F/F yell/d.br	Sklejka liściasta foliowana 12x1250x2500 F/F żółta/ciemny brąz
12S12/05 M/M grey	Sklejka liściasta foliowana 12x1250x2500 M/M szara
12S12/05 M/M Trans	Sklejka liściasta foliowana 12x1250x2500 M/M transparentna
12S12/05 M/M White	Sklejka liściasta foliowana 12x1250x2500 M/M
12S12/05 MR Opal White	Sklejka liściasta suchotrwała 12x1250x2500 Opal White
12S12/07 F/F	Sklejka liściasta foliowana 12x1500x2500 F/F
12S12/07 F/F honey	Sklejka liściasta suchotrwała 12x1500x2500 F/F Honey
12S12/07 F/F Opal White	Sklejka liściasta suchotrwała 12x1500x2500 F/F Opal White
12S12/07 M/M	Sklejka liściasta foliowana 12x1500x2500 M/M
12S12/07 M/M colorless MR	Sklejka liściasta suchotrwała 12x1500x2500 M/M Transparentna
12S12/09 F/F honey	Sklejka liściasta suchotrwała 12x1525x2500 F/F Honey
12S12/09 F/F l.br.	Sklejka liściasta foliowana 12x1500x2500 F/F light brown
12S12/09 F/F logo	Sklejka liściasta foliowana 12x1525x2500 F/F logo
12S12/09 F/F Opal White	Sklejka liściasta suchotrwała 12x1525x2500 F/F Opal White
12S12/11 F/F	Sklejka liściasta foliowana 12x1525x3050 F/F
12S12/11 F/F 220	Sklejka liściasta foliowana 12x1525x3050 F/F 220g/m2
12S12/11 F/F black	Sklejka liściasta foliowana 12x1525x3050 F/F
12S12/11 F/F grey	Sklejka liściasta foliowana 12x1525x3050 F/F grey
12S12/11 F/F l.br.	Sklejka liściasta foliowana 12x1525x3050 F/F jasny brąz
12S12/11 F/F logo	Sklejka laminowana 12x1525x3050 F/F logo
12S12/11 F/F s. grey	Sklejka liściasta foliowana 12x1525x3050 F/F silver grey
12S12/11 M/M White	Sklejka liściasta foliowana 12x1525x3050 M/M
12S12/11 PPL white	Sklejka liściasta foliowana 12x1525x3050 PPL biała
12S12/12 F/F	Sklejka liściasta foliowana 12x1500x3000 F/F
12S12/12 F/F black	Sklejka liściasta foliowana 12x1500x3000 F/F czarna
12S12/12 F/F green	Sklejka liściasta foliowana 12x1500x3000 F/F zielona
12S12/12 F/F grey	Sklejka liściasta foliowana 12x1500x3000 F/F szara
12S12/12 F/F honey	Sklejka liściasta suchotrwała 12x1500x3000 F/F Honey
12S12/12 F/F l.br.	Sklejka liściasta foliowana 12x1500x3000 F/F jasny brąz
12S12/12 F/F l.br. logo	Sklejka liściasta foliowana 12x1500x3000 F/F logo jasny brąz
12S12/12 F/F logo	Sklejka liściasta foliowana 12x1500x3000 F/F logo
12S12/12 M/F	Sklejka liściasta foliowana 12x1500x3000 M/F
12S12/12 M/M	Sklejka liściasta foliowana 12x1500x3000 M/M
12S12/14 F/F	Sklejka liściasta foliowana 12x1220x3050 F/F
12S12/21 F/F yellow	Sklejka liściasta foliowana 12x1200x2500 F/F żółta
12S12/22 F/F honey	Sklejka liściasta suchotrwała 12x1525x2440 F/F Honey
12S12/23 F/F black	Sklejka liściasta foliowana 12x1500x2700 F/F czarna
12S12/23 F/F logo	Sklejka liściasta foliowana 12x1500x2700 F/F logo
12S12/28 F/F	Sklejka liściasta foliowana 12x1525x3000 F/F
12S12/28 F/F honey	Sklejka liściasta suchotrwała 12x1525x3000 F/F Honey
12S12/29 F/F	Sklejka liściasta foliowana 12x1250x3050 F/F
12S12/31 F/F	Sklejka liściasta foliowana 12x1220x3000 F/F
12S12/32F/F yellow	Sklejka liściasta foliowana 12x1200x3000 F/F żółta
12S12/41 F/F Logo	Sklejka liściasta foliowana 12x1200x2700 F/F logo Sten
12S12/41 F/F yell/d.br.	Sklejka liściasta foliowana 12x1200x2700 F/F żółta/ciemny brąz
12S12/51 M/F	Sklejka liściasta foliowana 12x1220x2750 M/F
12S12/56 F/F black	Sklejka liściasta foliowana 12x1525x2750 F/F czarna
12S12/57 F/F l.br.	Sklejka liściasta foliowana 12x2150x3340 F/F jasny brąz
12S12/57 PREPRIME grey	Sklejka liściasta foliowana 12x2150x3340 F/F PREPRIME szara
12S12/60 F/F logo	Sklejka liściasta foliowana 12x1250x2750 F/F
12S12/62 F/F l.br.	Sklejka liściasta foliowana 12x2150x3050 F/F jasny brąz
12S12/64 F/F logo ULMA	Sklejka liściasta foliowana 12x1200x2400 F/F logo ULMA
12S12/64 M/F	Sklejka liściasta foliowana 12x1200x2400 M/F
12S12/71 F/F Honey	Sklejka liściasta suchotrwała 12x1520x2200 F/F Honey
12S12/76 F/F logo	Sklejka liściasta foliowana 12x1525x3660 F/F logo
12S12/80 F/F	Sklejka liściasta foliowana 12x1525x2700 F/F
12S12/80 M/M	Sklejka liściasta foliowana 12x1525x2700 M/M
12S13/03 F/F blue	Sklejka liściasta foliowana 12x1220x2440 F/F niebieska
12S13/03 M/M c.less MR	Sklejka liściasta suchotrwała 12x1220x2440 M/M Transparentna
12S13/03 M/M white	Sklejka liściasta melaminowana biała 12x1220x2440mm
12S13/05 F/F	Sklejka liściasta foliowana 12x1250x2500 F/F
12S13/05 F/F black	Sklejka liściasta foliowana 12x1250x2500 F/F czarna
12S13/05 F/F l.br	Sklejka liściasta foliowana 12x1250x2500 F/F jasny brąz
12S13/05 F/F Logo	sklejka liściasta foliowana 12x1250x2500 F/F II
12S13/05 F/F yell./d.br.	Sklejka liściasta foliowana 12x1250x2500 F/F żółta/ciemny brąz
12S13/05 M/M	Sklejka liściasta melaminowana biała 12x1250x2500 M/M
12S13/05 M/M c.less EXT	Sklejka liściasta foliowana 12x1250x2500 M/M transparentna
12S13/05 M/M c.less MR	Sklejka liściasta suchotrwała 12x1250x2500 M/M Transparentna
12S13/05 PF/PF grey	Sklejka liściasta foliowana 12x1250x2500 poliform grey
12S13/07 F/F Honey	Sklejka liściasta suchotrwała 12x1500x2500 F/F Honey
12S13/07 M/M c.less MR	Sklejka liściasta suchotrwała 12x1500x2500 M/M Transparentne
12S13/07 Mel/Mel	Sklejka liściasta suchotrwała 12x1500x2500 M/M Biała
12S13/09 Ext Mel/Mel	Sklejka liściasta suchotrwała 12x1525x2500 M/M Biała
12S13/09 F/F	Sklejka liściasta foliowana 12x1525x2500 F/F
12S13/09 F/F l.br	Sklejka liściasta foliowana 12x1525x2500 F/F light brown
12S13/09 M/M c.less.	Sklejka liściasta suchotrwała 12x1525x2500 melamina bezbarwna
12S13/09 Opal White MR	Sklejka liściasta suchotrwała 12x1525x2500 Opal white
12S13/11 F/F	Sklejka liściasta foliowana 12x1525x3050 F/F
12S13/11 F/F grey	Sklejka liściasta foliowana 12x1525x3050 F/F grey
12S13/11 F/F Honey	Sklejka liściasta suchotrwała 12x1525x3050 F/F Honey
12S13/11 F/F l.br	Sklejka liściasta foliowana 12x1525x3050 F/F light brown
12S13/11 F/F logo	Sklejka liściasta foliowana 12x1525x3050 F/F logo
12S13/11 F/F s.grey	Sklejka liściasta foliowana 12x1525x3050 F/F Grey
12S13/12 F/F	Sklejka liściasta foliowana 12x1500x3000 F/F
12S13/12 F/F Grey	Sklejka liściasta foliowana 12x1500x3000 F/F Grey
12S13/12 F/F Honey	Sklejka liściasta suchotrwała 12x1500x3000 F/F Honey
12S13/12 F/F II Logo	Sklejka liściasta foliowana 12x1500x3000 F/F logo
12S13/12 F/F l.br.	Sklejka liściasta foliowana 12x1500x3000 F/F light brown
12S13/12 PPL white	Sklejka liściasta foliowana 12x1500x3000 PPL white
12S13/14 F/F	Sklejka liściasta foliowana 12x1220x3050 F/F
12S13/22 M/M c.less MR	Sklejka liściasta suchotrwała 12x1525x2440 M/M Transparentne
12S13/27 F/F	Sklejka liściasta foliowana 12x2150x3850 F/F
12S13/28 F/F	Sklejka liściasta foliowana 12x1525x3000 F/F
12S13/29 F/F	Sklejka liściasta foliowana 12x1250x3050 F/F
12S13/29 F/F logo	Sklejka liściasta foliowana 12x1250x3050 F/F logo
12S13/29 M/M c.less	Sklejka liściasta suchotrwała 12x1250x3050 melamina bezbarwna
12S13/30 F/F	Sklejka liściasta foliowana 12x1250x3000 F/F
12S13/56 F/F	Sklejka liściasta foliowana 12x1525x2750 F/F
12S13/60 F/F	Sklejka liściasta foliowana 12x1250x2750 F/F
12S13/62 F/F	Sklejka liściasta foliowana 12x2150x3050 F/F
12S13/75 F/F	Sklejka liściasta foliowana 12x2150x4000 F/F
12S13/76 F/F	Sklejka liściasta foliowana 12x1525x3660 F/F
12S13/82 F/F	Sklejka liściasta foliowana 12x1500x3600 F/F
12S14/03 F/W	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W
12S14/03 F/W black	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W czarna
12S14/03 F/W black-diamond	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W Diamond czarna
12S14/03 F/W blue/d.br.	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W niebieska/ciemny brąz
12S14/03 F/W grey	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W szara
12S14/03 F/WH +	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W heksa plus
12S14/03 F/WH+ Black	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W Heksa + czarna
12S14/03 F/WH+ grey/d.br	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W heksa plus szara/brąz
12S14/05 F/W	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W
12S14/05 F/W 220	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W 220g/m2
12S14/05 F/W black	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W czarna
12S14/05 F/W green	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W zielona
12S14/05 F/W H+ grey	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus grey
12S14/05 F/W logo	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W logo
12S14/05 F/WH +	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus
12S14/05 F/WH+ black	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus black
12S14/05 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x1250x2500 Heksa Plus szara
12S14/05 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x1250x2500 Heksa Plus szara/brązowa
12S14/05 F/WH+ yell.	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus żółta
12S14/07 F/W	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W
12S14/07 F/W grey	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W szara
12S14/07 F/W H+	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W heksa plus
12S14/07 F/WH	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W heksa
12S14/09 F/W	Sklejka liściasta antypoślizgowa 12x1525x2500 F/W
12S14/09 F/W black	Sklejka liściasta anypoślizgowa 12x1525x2500 F/W czarna
12S14/09 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x1525x2500 Heksa Plus szara/ciemny brąz
12S14/104 F/W	Sklejka liściasta antypoślizgowa 12x1850x3660 F/W
12S14/104 F/W H+ grey/d.br	Sklejka antypoślizgowa 12x1850x3660 Heksa plus szara/brąz
12S14/11 F/W	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W
12S14/11 F/W H+	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W heksa plus
12S14/11 F/W H+ black	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W heksa plus czarna
12S14/11 F/W H+ grey	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W heksa plus szara
12S14/12 F/W	Sklejka liściasta antypoślizgowa 12x1500x3000 F/W
12S14/12 F/W EUK	Sklejka antypoślizgowa eukaliptus 12x1500x3000 F/W
12S14/12 F/W grey	Sklejka liściasta antypoślizgowa 12x1500x3000 F/W szara
12S14/23 F/W	Sklejka liściasta antypoślizgowa 12x1500x2700 F/W
12S14/26 F/W	Sklejka liściasta antypoślizgowa 12x2150x1250 F/W
12S14/26 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x2150x1250 F/W heksa plus szara
12S14/27 F/W	Sklejka liściasta antypoślizgowa 12x2150x3850 F/W
12S14/27 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3850 F/W heksa plus
12S14/28 F/W	Sklejka liściasta antypoślizgowa 12x1525x3000 F/W
12S14/28 F/W H+	Sklejka liściasta antypoślizgowa 12x1525x3000 F/W heksa plus
12S14/28 F/W H+ grey/d.br	Sklejka liściasta antypoślizgowa 12x1525x3000 F/W heksa plus szara/ciemny brąz
12S14/29 F/W	Sklejka liściasta antypoślizgowa 12x1250x3050 F/W
12S14/29 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x1250x3050 PRE/WH+ grey
12S14/30 F/W	Sklejka liściasta antypoślizgowa 12x1250x3000 F/W
12S14/44 F/W green	Sklejka liściasta antypoślizgowa 12x1220x2700 F/W zielona
12S14/56 F/W	Sklejka liściasta antypoślizgowa 12x1525x2750 F/W
12S14/57 F/W	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W
12S14/57 F/W Heksa+ grey/d.br	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W szara/ciemny brąz
12S14/57 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W heksa plus
12S14/57 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W heksa plus szara
12S14/62 F/W	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W
12S14/62 F/W H+ grey	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W heksa plus szara
12S14/62 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W heksa plus
12S14/66 F/W	Sklejka liściasta antypoślizgowa 12x1500x3300 F/W
12S14/69 F/W	Sklejka liściasta antypoślizgowa 12x2150x1525 F/W
12S14/75 F/W	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W
12S14/75 F/W grey/d.br	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W szara/ciemny brąz
12S14/75 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W heksa plus
12S14/76 F/W	Sklejka liściasta antypoślizgowa 12x1525x3660 F/W
12S14/77 F/W	Sklejka liściasta antypoślizgowa 12x2290x4000 F/W
12S14/77 F/W H+	Sklejka liściasta antypoślizgowa 12x2290x4000 F/W heksa plus
12S14/85 F/W	Sklejka liściasta antypoślizgowa 12x1900x3850 F/W
12S14/90 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x1525x3340 Heksa Plus szara/brąz
12S14/91 F/W	Sklejka liściasta antypoślizgowa 12x1900x3340 F/W
12S14/92 F/W	Sklejka liściasta antypoślizgowa 12x1900x3050 F/W
12S14/93 F/H+ grey/dark brown	Sklejka liściasta antypoślizgowa 12x1900x4000 F/W heksa plus ciemny brąz/szara
12S14/93 F/W	Sklejka liściasta antypoślizgowa 12x1900x4000 F/W
12S14/93 F/WH+	Sklejka liściasta antypoślizgowa 12x1900x4000 F/W heksa plus
12S14/93 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x1900x4000 heksa plus szara
12S14/94 F/W	Sklejka liściasta antypoślizgowa 12x1250x3660 F/W
12S14/95 F/W	Sklejka liściasta antypoślizgowa 12x1860x4000 F/W
12S14/95 F/W H+	Sklejka liściasta antypoślizgowa 12x1860x4000 F/W heksa plus
12S14/97 H+	Sklejka liściasta antypoślizgowa 12x2000x4000 F/W heksa plus
12S14/FPN1 F/W	sklejka liściasta WD, gr. 12 mm, antypoślizgowa 12x1500x3600mm
12S14/FPN2 F/W	sklejka liściasta WD, gr. 12 mm, antypoślizgowa 12x1840x3600mm
12S14/FPN3 F/W	sklejka liściasta WD, gr. 12 mm, antypoślizgowa 12x1640x2640mm
12S14/KN 1900x3050	Sklejka liściasta WD, gr. 12mm antypoślizgowa 1900x3050mm
12S14/KN 1900x3340	Sklejka liściasta WD, gr. 12mm antypoślizgowa 1900x3340mm
12S14/KN 1900x3850	Sklejka liściasta WD, gr. 12mm antypoślizgowa 1900x3850mm
12S14/KN 1900x3850 H+	Sklejka liściasta WD, gr. 12mm antypoślizgowa Heksa Plus 1900x3850mm
12S14/KN H+ 1900x3340	Sklejka liściasta WD, gr. 12mm antypoślizgowa Heksa PLUS 1900x3340mm
12S15/03 F/W	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W
12S15/03 F/WH+ black	Sklejka liściasta antypoślizgowa 12x1220x2440 F/W Heksa Plus czarna
12S15/05 F/W	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W
12S15/05 F/W grey	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W szara
12S15/05 F/W H+ grey	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus szara
12S15/05 F/WH+	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus
12S15/05 F/WH+ Black	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus black
12S15/05 F/WH+ grey./d.br.	Sklejka liściasta antypoślizgowa 12x1250x2500 F/W heksa plus szara/brąz
12S15/07 F/W	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W
12S15/07 F/W grey	Sklejka liściasta antypoślizgowa 12x1500x2500 F/W grey
12S15/09 F/W	Sklejka liściasta antypoślizgowa 12x1525x2500 F/W
12S15/09 F/W grey	Sklejka liściasta antypoślizgowa 12x1525x2500 F/W szara
12S15/09 F/W Heksa plus	Sklejka liściasta antypoślizgowa 12x1525x2500
12S15/09 F/WH+ black	Sklejka liściasta anypoślizgowa Heksa Plus czarna 12x1525x2500 F/W
12S15/100 F/W	Sklejka liściasta antypoślizgowa 12x2150x3660 F/W
12S15/104 F/W	Sklejka liściasta antypoślizgowa 12x1850x3660 F/W
12S15/104 F/WH+	Sklejka liściasta antypoślizgowa 12x1850x3660 F/W heksa plus
12S15/106 F/W	Sklejka liściasta antypoślizgowa 12x1850x1220 F/W
12S15/107 F/W	Sklejka liściasta antypoślizgowa 12x1850x3660 F/W
12S15/107 F/WH+	Sklejka liściasta antypoślizgowa 12x1850x3660 F/W heksa plus
12S15/109 F/WH+	Sklejka liściasta antypoślizgowa 12x1850x3050 F/W heksa plus
12S15/11 F/W	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W
12S15/11 F/WH	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W heksa
12S15/11 F/WH+	Sklejka liściasta antypoślizgowa 12x1525x3050 F/W heksa plus
12S15/112 F/W	Sklejka liściasta antypoślizgowa 12x1825x3340 F/W
12S15/116 F/W	Sklejka liściasta antypoślizgowa 12x1670x3305 F/W
12S15/12 F/W	Sklejka liściasta antypoślizgowa 12x1500x3000 F/W
12S15/12 F/W grey	Sklejka liściasta antypoślizgowa 12x1500x3000 F/W szara
12S15/12 F/WH+	Sklejka liściasta antypoślizgowa 12x1500x3000 F/W heksa plus
12S15/26 F/W	Sklejka liściasta antypoślizgowa 12x2150x1250 F/W
12S15/26 F/W H +	Sklejka liściasta antypoślizgowa 12x2150x1250 F/W heksa plus
12S15/27 F/W	Sklejka liściasta antypoślizgowa 12x2150x3850 F/W
12S15/27 F/W grey/d/br.	Sklejka liściasta antypoślizgowa 12x2150x3850 szara/ciemny brąz
12s15/27 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3850 F/W heksa plus
12S15/27 F/WH+ grey	Sklejka liściasta antypoślizgowa 12x2150x3850 F/W heksa plus szara
12S15/28 F/W II	Sklejka liściasta antypoślizgowa 12x1525x3000 F/W
12S15/29 F/W	Sklejka liściasta antypoślizgowa 12x1250x3050 F/W
12S15/30 F/W	Sklejka liściasta antypoślizgowa 12x1250x3000 F/W
12S15/52 F/W	Sklejka liściasta antypoślizgowa 12x1500x2750 F/W
12S15/56 F/W	Sklejka liściasta antypoślizgowa 12x1525x2750 F/W
12S15/57 F/W	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W
12S15/57 F/W grey/d.br.	Sklejka liściasta antypoślizgowa 12x2150x3340 szara/ciemny brąz
12S15/57 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3340 F/W heksa plus
12S15/60 F/W	Sklejka liściasta antypoślizgowa 12x1250x2750 F/W
12S15/62 F/W	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W
12S15/62 F/W grey/d.br	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W szara/ciemny brąz
12S15/62 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W heksa plus
12S15/62 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x2150x3050 F/W Heksa Plus szara/ciemny brąz
12S15/65 F/W	Sklejka liściasta antypoślizgowa 12x1525x2150 F/W
12S15/69 F/W II	Sklejka liściasta antypoślizgowa 12x2150x1525 F/W
12S15/69 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x1525 Heksa Plus brąz
12S15/69 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x2150x1525 Heksa Plus szara/brąz
12S15/75 F/W	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W
12s15/75 F/WH+	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W heksa plus
12S15/75 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 12x2150x4000 F/W heksa plus szara/brąz
12S15/76 F/W	Sklejka liściasta antypoślizgowa 12x1525x3660 F/W
12S15/76 F/W grey	Sklejka liściasta antypoślizgowa 12x1525x3660 F/W grey
12S15/76 F/W Heksa+	Sklejka liściasta antypoślizgowa 12x1525x3660 F/W Heksa plus
12S15/77 F/W	Sklejka liściasta antypoślizgowa 12x2290x4000 F/W
12S15/78 F/W	Sklejka liściasta antypoślizgowa 12x1200x3300 F/W
12S15/90 F/W	Sklejka liściasta antypoślizgowa 12x1525x3340 F/W
12S15/90 F/WH+	Sklejka liściasta antypoślizgowa 12x1525x3340 F/W heksa plus
12S15/94 F/W	Sklejka liściasta antypoślizgowa 12x1250x3660 F/W
12S15/98 F/W	Sklejka liściasta antypoślizgowa 12x1250x3340 F/W
12S16/12 W/W	Sklejka liściasta antypoślizgowa 12x1500x3000 W/W
12S16/27 W/W	Sklejka liściasta antypoślizgowa 12x2150x3850 W/W
12S18/02	Sklejka liściasta suchotrwała 12x1525x1525 CP/C
12S18/02 B	Sklejka liściasta suchotrwała 12x1525x1525 CP/C
12S18/02 E	Sklejka liściasta wodoodporna 12x1525x1525 CP/C
12S18/03 E	Sklejka liściasta wodoodporna 12x1220x2440 CP/C
12S18/04 E	Sklejka liściasta wodoodporna 12x2440x1220 CP/C
12S18/04 MR	Sklejka liściasta suchotrwała 12x2440x1220 CP/C
12S18/05 E	Sklejka liściasta wodoodporna 12x1250x2500 CP/C
12S18/05 MR	Sklejka liściasta suchotrwała 12x1250x2500 CP/C
12S18/06 E	Sklejka liściasta wodoodporna 12x2500x1250 CP/C FSC Mix Credit SGSCH-COC-009690
12S18/06 MR	Sklejka liściasta suchotrwała 12x2500x1250 CP/C
12S18/06 PARQUET	Sklejka liściasta wodoodporna 12x2500x1250 CP/C PARQUET
12S18/07 E	Sklejka liściasta wodoodporna 12x1500x2500 CP/C
